"key","value"
"client"," morethan month "
"client"," bank milen"
"client",""
"client"," "
"client","yesterday inserted card bicec sangmelima branch dismay told required consulted account balance frs frs embarrassed "
"client","money deducted frs prove transfer funds"
"client"," account history money "
"client"," "
"client",""
"client"," "
"client"," waiting "
"client"," waiting"
"client"," credit ur bank month month account bank owning "
"client"," check "
"client"," wife withdraw account"
"client"," bamenda mission check "
"client"," account correct"
"client"," sum "
"client"," reduced "
"client"," rank increase credit bank"
"client"," bank reduce credit money remains account remaining account bank owning correct"
"client","check account money account bamenda mission bafoussam weeks time "
"client"," bank card "
"client"," connecting bank app"
"client"," customer subscribe card "
"client"," customer subscribe card "
"client"," weeks "
"client"," bank card "
"client"," sara app issues"
"client"," difficulty removing money bank account mobile money account"
"client"," fcfa ben deducted account knowledge"
"client"," dialed account deducted account"
"client",""
"client"," "
"client"," "
"client",""
"client"," balance"
"client"," "
"client"," "
"client"," madam situation card months access card deducted money card"
"client"," transfer funds current account saving account "
"client"," collect"
"client"," yaounde tomorrow friday advance"
"client"," happy job mke sur satisfy customers demand"
"client"," transfer money sara money mobile money account times succeed follow procedure account received message suspended support "
"client"," message "
"client"," telephone "
"client"," transfer money sara account mobile money account"
"client"," "
"client"," transfer sara account mobile money account bu enter code failure times "
"client"," loan seance supposed cut month "
"client"," complain time slash account rectified month happened"
"client"," previous balance february frs met frs withdraw money withdraw frs happened account clarification frs "
"client"," response "
"client"," previous balance february frs met frs withdraw money withdraw frs happened account clarification frs "
"client",""
"client",""
"client"," withdraw money bank account mobile money account"
"client",""
"client"," created account assured bank card weeks months "
"client","buea "
"client"," close months account receive bank card"
"client"," assured bank creating account card weeks"
"client","buea branch"
"client"," "
"client"," issue attestation bank account birth passport included attestation bank account "
"client"," purpose travelling embassy "
"client",""
"client","unable login sara app check account balance"
"client"," withdraw bank account mobile money account debited money enter mobile money account"
"client","waiting reply "
"client"," "
"client"," misplaced card applied card weeks promised receive massage card weeks "
"client"," office"
"client"," mobile money option links bank account time dial code transfer bank account mobile money account eligible option"
"client"," "
"client"," loan cutled frs monthly months balance"
"client"," loan cutled frs monthly months balance"
"client",""
"client"," account blocked unblock "
"client"," response quest"
"client"," earn frs monthly fine loan pay frs monthly"
"client",""
"client"," love withdraw money senior brother germany "
"client"," withdraw afrikland bank "
"client"," "
"client"," live buea "
"client"," "
"client"," branch bamenda "
"client","office"
"client"," branch office bamenda operational friday"
"client"," cfa deducted salary month"
"client"," "
"client"," card application form bank"
"client"," wich belongs "
"client"," bon caisse "
"client"," matricule solde"
"client"," "
"client"," "
"client"," account months time pass agency deposit"
"client"," deposit momo"
"client"," response"
"client",""
"client"," sara banking account balance entered code "
"client"," response request"
"client"," transfer money savings account body transaction"
"client"," transaction minimum balance "
"client"," "
"client"," sending messages time leave tomorrow late "
"client"," transfer current account frs yesterday friend money rectify "
"client"," transaction "
"client"," account debited"
"client",""
"client"," account frs short withdrawal "
"client"," subscribe "
"client"," money deducted subscribe "
"client"," money "
"client"," "
"client"," money account person received "
"client"," send frs afriland account person recieve "
"client"," transferred money current account savings account"
"client"," money deducted current account savings account"
"client"," "
"client"," sara"
"client","firstbank afrilandfristbank "
"client"," mistake send account"
"client","wat "
"client"," person acting "
"client","pls "
"client"," account "
"client"," mistake send "
"client","wat pls "
"client"," gestionnaire "
"client","frs"
"client"," wednesday "
"client"," transaction thursday"
"client"," error sending money account current account"
"client","pls money "
"client"," sum frs"
"client"," seing transaction"
"client","pls pls "
"client"," transactions"
"client","frs "
"client"," error send account"
"client","nanfo beris"
"client","numfo "
"client"," historic"
"client"," people "
"client"," "
"client","frs frs"
"client"," gestionnaire pls"
"client"," account"
"client"," forgotten password account sara application"
"client"," withdraw account mobile money"
"client"," create bank account"
"client"," money ogent "
"client"," charges incurred withdraw account counter "
"client"," pay charges operating savings account card "
"client","pls waiting"
"client"," gimac card collect salary month collect salary avail happening service "
"client"," lost atm cards abd block transactions "
"client"," cards "
"client"," transfer money sara money mobile account time receive failure message "
"client"," fine "
"client"," "
"client",""
"client"," months created account paid atm card received card"
"client"," "
"client"," told weeks expecting message "
"client",""
"client"," pass collect told receive message ready waited avail "
"client"," benefits sara money version application download loan finished february pay owe loan figure details waiting"
"client","respond questions "
"client",""
"client"," borrow money sara application request money wallet "
"client"," explain details request money application"
"client",""
"client"," branch buea account unblocked account manager "
"client"," disturbing account blocked time time"
"client"," presently buea branch buea account unblocked account manager "
"client",""
"client"," "
"client"," afriland "
"client"," money account dubai afriland international "
"client"," money afriland saving account dubai "
"client",""
"client"," account blocked reason "
"client"," afriland"
"client"," disheartening card sara app account blocked customer inconveniences hard "
"client"," withdraw counter wait bamenda confirm transaction buea branch reason restrictions"
"client"," "
"client"," check account balance remotely sara app functioning"
"client"," deductions current account understand reason "
"client"," afriland"
"client"," question"
"client"," overdraft "
"client"," "
"client"," loan presently loan paying "
"client"," loans running time "
"client"," loan applied "
"client"," applied short term loan buea branch loan granted "
"client",""
"client"," applied short term loan buea branch loan granted "
"client"," applied short term loan buea branch loan granted reason process wait "
"client"," bank statement email"
"client"," "
"client"," sara application activate "
"client",""
"client",""
"client"," edit personal "
"client",""
"client",""
"client"," bank offer escrow services "
"client"," "
"client"," "
"client"," "
"client"," understand msg afriland"
"client","wich loan deducted"
"client"," salary frs money loan"
"client"," account balance"
"client"," atm card captured machine"
"client","afriland bda"
"client"," tmr"
"client"," applied school fee loan afriland molyko told dat received granted loan"
"client"," request answered"
"client"," kuhseka dieudone ajume writing honor respect write table complain withdraw salary bank account momo teaching nkambe afriland bank requesting withdrawal numerous request granted grateful regularized access money customer "
"client"," withdraw money care sending request withdrawal "
"client"," "
"client"," paid arrears month april account disabled withdrawal "
"client"," reaction grateful"
"client"," transferred money sara wallet mtn mobile money wallet received "
"client",""
"client",""
"client","yesterday translation cfc person receive money account "
"client"," waiting "
"client"," waiting"
"client"," wrong "
"client"," waiting"
"client"," waiting money "
"client"," waiting money"
"client"," thursday"
"client"," "
"client"," stories everyday"
"client"," money"
"client"," transaction "
"client"," loan documents provide attestation virement irrévocable"
"client"," bank card produce"
"client"," card produce"
"client"," request"
"client"," agency wednesday certificate lost apply card card produce"
"client"," costumer card disponible receive notification message afriland bank"
"client"," costumer card disponible receive notification message afriland bank"
"client"," card applied weeks "
"client"," weeks certificate lost apply bank card card "
"client"," card "
"client"," applied replacement lost card certificate lost bafoussam waiting card avail happening "
"client"," account "
"client"," happening card "
"client","bafoussam "
"client"," "
"client"," documents apply bank card "
"client"," kenchuo ferdinand tal"
"client"," account "
"client"," applied card "
"client"," bafoussam lll branch essos"
"client"," "
"client"," lost card"
"client"," card"
"client"," deposited documents bafoussam lll "
"client"," people "
"client"," applied bank card february received "
"client"," bank producing cards "
"client",""
"client"," "
"client"," bank card produce kenchuo ferdinand tal account branch essos"
"client","february "
"client"," wait "
"client"," subscription bank card "
"client","bafoussam lll agency "
"client"," connect account momo telling invalid invoice "
"client",""
"client"," applied bank card bafoussam tamdja branch easily collect branch essos card "
"client"," bank started school fee loan"
"client"," school fees loan validated "
"client"," waiting response"
"client"," monthly salary frs loan deducted monthly frs account balance supposed supposed frs monthly deduction loan month deduction account balance frs meaning frs frs missing account rectify "
"client","check screenshot "
"client"," account balance"
"client"," satisfied charges bear applied sms service cancelled card expired charged consulted finance expert advised launch complaint "
"client",""
"client",""
"client",""
"client",""
"client"," personal account manager"
"client",""
"client"," withdraw money account machine incident screen money checking account day account emptied mechine send money "
"client"," money account "
"client"," money blocked gab"
"client"," money "
"client"," lost card months lost cancelled"
"client"," reaction "
"client"," country accounts afriland frist bank limbe branch active current account card expired reclaimed left country "
"client"," bank send details banking accounts deposits atm card "
"client"," deposits active current accounts accounts details "
"client"," wait replies grateful"
"client"," "
"client"," repeat "
"client"," concern check account afriland bank "
"client"," guys account "
"client"," repeating quest "
"client"," verify accounts active"
"client"," afriland answers"
"client"," account"
"client"," deposite"
"client",""
"client"," deposited documents month february expected salary month pass bank happened"
"client",""
"client"," "
"client"," "
"client"," happened"
"client"," unable access sara banking days "
"client","hey"
"client"," speak agent "
"client"," account negative balance frs understand penalizing transaction negative balance"
"client",""
"client","hey"
"client"," sara app server responding"
"client"," sara app server responding correctly"
"client",""
"client",""
"client"," bank momo transfer momo account"
"client"," send money momo account bank account "
"client"," day"
"client"," sara app slow "
"client"," start investment african guarantee fund start"
"client",""
"client","pls emergency atm card stolen"
"client"," garoua"
"client"," "
"client",""
"client"," afternoon"
"client","pls card missing"
"client"," madame"
"client"," block hope account blocked"
"client","pls card charges"
"client"," "
"client"," understand pls"
"client"," pay card "
"client"," pls block card apply "
"client"," transfered orange money money account orange money"
"client"," transfered orange money money account orange money"
"client"," "
"client"," transfered orange money money account orange money"
"client"," "
"client"," understand pls"
"client"," removed frs orange money send bank account told request failed money account orange money happen april figure day deleted message account "
"client"," removed frs orange money send bank account told request failed money account orange money happen april figure day deleted message account "
"client",""
"client",""
"client",""
"client"," dialling pin code "
"client"," external service error"
"client"," complete registration hand activation key received sms bank agent minutes activation key crzg"
"client"," external service error"
"client",""
"client"," "
"client"," "
"client"," transfer money savings account sayexternal service error received code"
"client"," wallet savings account"
"client"," money add send code dial "
"client"," money add send code dial "
"client",""
"client"," current account savings account"
"client"," version "
"client"," otp code "
"client"," madam"
"client",""
"client","pls "
"client"," afternoon"
"client"," issure"
"client"," reply "
"client"," emergency"
"client"," access account "
"client"," send otp code dial external service error"
"client"," update app jus deleted update "
"client"," transaction "
"client",""
"client","merde"
"client"," situation pls"
"client",""
"client"," afternoon madam"
"client"," received rappelle unable access account"
"client"," received rappelle unable access account"
"client"," "
"client"," account "
"client"," received rappelle unable access account"
"client"," "
"client"," account "
"client"," external service error"
"client"," requested card transferred meleng agency yaounde bonaberi agency douala position card "
"client",""
"client",""
"client"," request letter months "
"client"," request letter months "
"client"," letter deposited bonaberi agency "
"client"," sara money transfer sum frs wallet enter mobile money account withdraw fin money "
"client"," withdraw money "
"client"," transfer money sara money mtn mobile"
"client"," afriland bank network disturbing"
"client"," wallet wallet transfer "
"client"," remove money account account"
"client"," "
"client",""
"client"," "
"client"," visa classic kouserri "
"client","loan"
"client","pls laon january sending texts day loan hours "
"client","everday telling everyday disappointed wat credit granted"
"client"," credit demanded weeks "
"client","everyday answer patient tired waiting"
"client"," money account current account withdraw momo accout"
"client"," salary "
"client"," "
"client",""
"client"," "
"client",""
"client"," received message afb account deactivated withdraw money "
"client"," screenshot error message transaction "
"client"," screenshot error message transaction "
"client"," talking sara account ou rbank account "
"client"," talking sara account ou rbank account "
"client"," talking sara account"
"client"," balance frs requested balance frs"
"client"," pack junior gimax card details advantage disadvantage"
"client","advantages disadvantage pack junior card afriland"
"client"," bank charge junior package "
"client",""
"client"," loan reverify"
"client"," listing notice "
"client"," frs "
"client","déblocage demande du "
"client"," understand "
"client"," "
"client"," time credit receive salary "
"client"," time credit receive salary "
"client","unable check transaction history"
"client"," card stolen"
"client"," customer approach police station declaration loss bank card branch cancel bank card card blocked send email qualite afrilandfirstbank "
"client"," sara banking cashin money mobile money received money "
"client"," sars app responding transfers accounts"
"client"," received agent"
"client"," "
"client",""
"client"," transfer "
"client"," week avail"
"client",""
"client"," transfer accounts"
"client"," talk agent"
"client"," signed papers loan afriland told maximum hours week money "
"client"," applied nkongsamba account mimboman bank times director yesterday "
"client"," loan money arrived bank deducted frs deducted "
"client"," received message account created account created "
"client"," received message account created account created "
"client"," loan frs deducted salary monthly"
"client"," activate sara app transactions bank "
"client"," downloaded phone"
"client"," unable remove money atm machine "
"client"," account inaccessible"
"client",""
"client"," money atm machine message account opposition"
"client"," deposit documents credit "
"client"," afternoon recover insurance cut loan "
"client"," loan november "
"client",""
"client"," compensation "
"client"," deducted compensation "
"client"," picked card dormitory fenasco games owner traced details card owner"
"client"," understood card mouktar"
"client"," finals owner card"
"client"," resolve issue"
"client"," "
"client",""
"client"," bank buea"
"client"," salary"
"client"," yde tongolo etoudi nearest atm setuated thks"
"client"," thks"
"client"," loan authorize cutailing fcfa months"
"client"," "
"client"," understand alot withdrawing insurance handling fees "
"client"," che blaise meh acc biyemmasi branch current loan "
"client"," takes term loan approved deposited account "
"client"," "
"client"," june "
"client"," "
"client"," yesterday unavailable intrabanck transfer "
"client"," unavailable intrabanck transfer sara"
"client"," unable intrabanck transfers sara sara "
"client"," unable intrabanck transfers sara "
"client"," left frs cfa account yesterday frs"
"client"," "
"client",""
"client"," downloaded vision sara times function server functioning"
"client"," brother bank phone "
"client","hope phone "
"client",""
"client"," afternoon"
"client"," bank bonaberi monday advice salary infrom hope "
"client"," phone "
"client"," "
"client"," "
"client"," afternoon"
"client"," bank "
"client","advance salary "
"client"," loans bank"
"client"," document loans money bank"
"client",""
"client",""
"client"," salary passing"
"client"," parkage eco debits frs debit "
"client"," "
"client","merkde"
"client"," apply loan "
"client",""
"client"," bank card"
"client","delays treatment loan file deposited saturday"
"client"," withdrawal sara account received money "
"client"," summary "
"client",""
"client"," fofuh ronald nchegeh"
"client"," withdrawal card week "
"client"," informed month withdraw "
"client"," rectified"
"client","sara "
"client"," transfer sara account receive money "
"client"," transaction details"
"client",""
"client",""
"client"," fund "
"client",""
"client",""
"client",""
"client",""
"client"," issues account "
"client"," balance account correspond actual rectified "
"client"," current account balance reflect suppose "
"client"," friend money yesterday withdrawal frs negative account balance understand rectified "
"client"," withdrawal account saturday current account day account negative understand account check adjusted "
"client"," savings account salary account"
"client"," checked historic deducted fcfa account motive audited balance returned deduction june sum checked replaced "
"client"," historic sum frs deducted account motive writing auditing return balance "
"client","doc wa pdf"
"client","account "
"client"," withdrawn money wallet phone account supposed momo account verifying momo account balance money step withdraw money momo account "
"client"," sara password forgot password times account block"
"client"," create password access sara app "
"client"," check account balance "
"client"," check account balance"
"client"," insurance loan approved deducted account "
"client"," afriland bank "
"client",""
"client"," afriland bank pkeasevi "
"client"," afriland bank issue insurance fees loan deducted spoken manager bamenda deducts insurance fees bamenda operate mondays anglophone crisis deduct insurance fees bamenda branch insurance fees deducted yde headquarter "
"client","helo afriland bank"
"client"," bamenda"
"client",""
"client"," incase misplaced national identity card paid level counter guichet driver license misplaced card tuesday bamenda town salary counter atm card missing "
"client",""
"client",""
"client"," afb"
"client"," return main menu"
"client"," loan granted month april bank start deducting month april month "
"client"," afriland"
"client",""
"client"," insurance fees deducted credit "
"client"," business traveled visa card substantial withdrawal business told withdraw month gold visa card "
"client"," withdrawal cards "
"client"," send visa flight ticket fixed "
"client"," stock "
"client"," email address"
"client",""
"client"," withdraw salary phone "
"client"," waiting response"
"client"," "
"client"," subscribe mac service country"
"client",""
"client",""
"client",""
"client",""
"client",""
"client",""
"client"," "
"client"," branch manager create gam"
"client"," account connected mtn withdrawal deposit"
"client"," solutions country"
"client"," presently cameroon"
"client"," mac service"
"client"," family "
"client"," sara afriland online service transfer money bank mtn momo "
"client"," carry transaction"
"client",""
"client"," difficulties lodge sara account"
"client"," press login check login details "
"client",""
"client",""
"client"," "
"client"," afternoon withdraw money account mtn momo telling withdrawal process receive message shortly days receiving message time "
"client"," activate sara app"
"client",""
"client"," gimac card afriland dschang branch "
"client",""
"client"," waiting"
"client"," transactions yaoundé nkolbisson branch bangangté transaction agency"
"client"," money "
"client"," "
"client"," transactions "
"client","list branches yaoundé"
"client","hummm tuesday question "
"client"," question answer"
"client",""
"client","merci "
"client"," process request loan"
"client"," "
"client"," account bank project kumba ekondo titi crises left kumba job domiciled uba abandoned account bank account "
"client"," understanding sara app transaction salary sara account orange money yesterday firstbank send successful message entered orange money account calling orange services told bank "
"client"," understanding sara app transaction salary sara account orange money yesterday firstbank send successful message entered orange money account calling orange services told bank "
"client",""
"client"," madam"
"client",""
"client"," transaction sara application withdraw salary sara application orange money received money orange money account balance sara application debited"
"client"," transaction friday march sara application withdraw salary sara application orange money received money orange money account balance sara application debited"
"client"," transaction friday march sara application withdraw salary sara application orange money received money orange money account balance sara application debited"
"client"," withdraw ornage account "
"client",""
"client"," afternoon"
"client"," salary"
"client",""
"client"," term loan school fees loan expect loan cuts afriland bank fcfa term fcfa school fees loan salary fcfa charges bank cuts loans "
"client"," "
"client",""
"client"," transaction debited "
"client"," "
"client"," francs left account people remove "
"client","account "
"client"," paid ajour "
"client"," account remaining guys torch "
"client"," debit removed"
"client"," "
"client","bjr"
"client"," answer "
"client"," month lost frs account month deficite frs wrong "
"client"," "
"client"," monthly salary frs bank supposed deduct frs month recover loan frs bank charges total frs deducted month deduct frs balance frs met account frs clarification month "
"client","waiting hear "
"client"," afternoon afriland bank received response"
"client"," sara banking app drc send money family"
"client",""
"client",""
"client",""
"client",""
"client"," transferring money wallet account message mobile money momo checked sara money account money message message"
"client"," understand wallet wallet transfer remove momo acvount"
"client",""
"client"," received message crediting account"
"client"," understand credit documents talking "
"client"," salary passes afriland bank month salary message inform salary month received message informing salary "
"client"," sending people manager tiko afriland agency manager travel buea limbe chanced wrote people whatsapp check sms sending "
"client"," application people blocked received message download agent "
"client"," "
"client"," waiting people"
"client"," bank friday activate momo transfer money account told message tuesday yesterday confirming activated receive message "
"client"," "
"client"," people "
"client"," times"
"client"," people reading "
"client"," people agent code deed friday assured message confirmation tuesday yesterday "
"client"," people "
"client"," withdraw money sara wallet received failure message money account sara wallet account balances "
"client"," failure message received "
"client"," transfer frs current account savings account savings account changed current account reduction frs change balance savings account "
"client"," pin complete transaction"
"client"," money cut package eco"
"client"," "
"client"," expected balance frs frs shortage frs months explanations waiting"
"client"," response "
"client"," sara application phone "
"client",""
"client",""
"client"," afternoon"
"client",""
"client"," "
"client"," transaction frs yesterday successful incident thé network account debited"
"client"," sara "
"client"," waiting thé office da wait bé régularise"
"client",""
"client"," created account makepe branche"
"client","douala"
"client"," "
"client"," "
"client"," counting "
"client"," transaction frs yesterday successful incident thé network account debited"
"client"," "
"client"," transaction frs yesterday successful incident thé network account debited"
"client"," money"
"client"," transaction frs yesterday successful incident thé network account debited"
"client"," money"
"client"," "
"client"," god bless "
"client"," disparity payslip balance received yaoundé"
"client","payslip minsante frs afriland frs"
"client"," "
"client",""
"client"," checked balance correspond payslip"
"client"," loan business"
"client"," start business"
"client"," gimac card missing received salary "
"client"," "
"client",""
"client"," sara app "
"client","unable process "
"client",""
"client",""
"client"," account balance received salary frs understand "
"client"," "
"client"," wishes documents required school fees loan duration loan granted "
"client"," documents required school fees loan duration loan granted "
"client",""
"client",""
"client"," applied school fees loan wednesday money "
"client"," applied school fees loan wednesday money reason delay afb apply school fees loan hours"
"client","afriland bafoussam baleng"
"client"," signed deposited week wednesday"
"client"," sara application withdrawal account mtn mobile money debited frs account received money momo account "
"client"," "
"client","yesterday "
"client"," operation transaction yesterday "
"client"," happy complaint resolved money frs salary withdraw solve urgent matter night receive money account debited"
"client"," sara application withdrawal account mtn mobile money debited frs account received money momo account "
"client"," account balance sarah"
"client"," download version"
"client",""
"client"," card "
"client"," afternoon fuh roland fuh wrote application card send afriland bank bamenda afriland bank olembe application attended "
"client"," account balance afriland bank account account balance fcfa people deducted account pls laon paying money pls keeping money "
"client"," money"
"client"," balance left cut loans "
"client"," term school fee loans"
"client"," verify sara"
"client"," situation loan sara hope bit "
"client"," updated sara app expose loans "
"client"," response "
"client","sara term loan school fee loan details"
"client"," day february account account balance rectify "
"client",""
"client"," sender account debited"
"client"," "
"client"," sara app updated error"
"client"," moto spare store ndobo account saving month explain lady created account function accepted thursday pas bank collect card savings"
"client","account account transfers sara "
"client"," attempts external error"
"client"," received message bank yesterday send french language understand "
"client"," account created receive salary deposit account deposit withdrawal freely "
"client"," hadn increase salary payslip account hope issue attention deserves "
"client","hope talking robot atleast communication correlation"
"client"," inserted cart atm atm processed transaction complete carte noor money coming "
"client"," urgent attendance"
"client",""
"client"," balance negative "
"client"," happening"
"client","huh"
"client"," manager"
"client"," account balance"
"client"," numfor rimuh marcel"
"client","sori mistake "
"client","service "
"client",""
"client","yesterday transactions atm eneo koumasi frs successful money received message phone afriland frs successful machine incident occurred contact bank money received message phone withdrawn frs happened receive frs atm waited time avail money deducted main account received money atm machine afford lose frs "
"client"," transaction friday january "
"client"," send documents ngaoundere afriland bank bafoussam school fees loan credit scholaire days manager batif christian contacted agents telling manager travelled "
"client"," madam people account bafoussam afriland bank marché documents days abdu adamu"
"client"," fcfa"
"client"," abdu adamu send documents school fees loan week ngaoundere afriland bank bafoussam afriland bank manager christian mbeng wait everyday telling truth running patience people "
"client"," forwarded documents august week manager "
"client"," "
"client"," waiting afb bafoussam transfer account weeks avail difficult people day "
"client"," loosing patience madam marks weeks applied school fees loan account "
"client"," telling wait inform "
"client"," job attestation bank account issued document creation account "
"client"," madam document "
"client"," names luh confidence enam "
"client"," creation account august "
"client","account "
"client"," madam "
"client"," bank transfer service unavailable"
"client"," change headquarter bell ndokoti"
"client"," madam mbonjo ridley bobuin acc issue withdrawal fcfa salary account momo money deduction fcfa account withdrawal fcfa momo money reclaim payment withdrawal frs "
"client"," madame writing follow complain raised"
"client"," loan applied month granted fulfilling requirements"
"client"," afternoon"
"client","bamenda agency"
"client"," answer "
"client"," pins putting validate transfer "
"client"," understand "
"client"," collect grow loan month december"
"client"," account balance"
"client"," guys buying crypto currency pi coin usdt"
"client",""
"client"," "
"client"," received message bank french understand"
"client"," whis cost price bank card"
"client"," afb debit card ads facebook consent kindly transactions notification transaction midnight "
"client"," transfer money saving account current account sara days returns message sender account blocked account blocked"
"client"," kindly solve "
"client"," transfer money saving account current account sara days returns message sender account blocked account blocked kindly solve "
"client"," notification time withdrawal saving account withdraw branch"
"client"," transfer money saving account current account sara days returns message sender account blocked account blocked time told branch biyem assi monday form photocopied card persist"
"client"," attempted withdrawal frs visa card dakar senegal operations failed account debited atm machine message bank operation cameroon time dakar time kindly check reimburse "
"client"," bicis bank"
"client"," received feedback claim "
"client"," days send money momo orange money account sara wallet send"
"client"," message appears transactions fail"
"client"," sending months "
"client"," transfer sara wallet times times account debited beneficiaries receive money"
"client"," time month frs times yesterday frs frs "
"client"," ensure transactions proceed completion refund money sara wallet"
"client"," trans"
"client"," transaction sender beneficiary frs transaction sender beneficiary frs"
"client"," messages response "
"client"," month claim acknowledgement receipt received feedback money reimbursed"
"client"," original claim transfer sara wallet momo account account debited beneficiaries receive money details transaction transaction sender beneficiary frs transaction sender beneficiary frs "
"client"," money reimbursed account"
"client"," deposit cheque wednesday deposited account received cash"
"client"," regional branch afriland bank bonanjo"
"client","frs"
"client"," gimac card pay"
"client"," displaying message incident"
"client"," balance account month frs salary month sum frs"
"client"," card realize frs deducted "
"client",""
"client"," sunday "
"client","account "
"client"," card account "
"client"," transferred frs mobile account saturday bank account account frs "
"client"," transaction occurring afraid money account"
"client"," bank reluctant customer plights nice day"
"client"," transferred frs mobile account saturday bank account account frs "
"client"," kindly check unable purchase card online "
"client"," card blocked kindly activate transactions"
"client"," message purchase card"
"client"," concern card verification kindly check card active online transactions pass successful wrote message provide card analysis message transaction"
"client"," card active disruption transactions transaction "
"client"," purchase month exceeded "
"client"," customer limit bank card takes account operation "
"client"," accumulated salary gros lot paid balance account "
"client"," total account"
"client"," salaries paid account october "
"client"," kumbo bamenda details account "
"client"," understood "
"client",""
"client"," steps check sara app bank activated phone "
"client"," activated sara app access manage account "
"client"," payment online stocked level otp phone receive "
"client"," "
"client",""
"client"," received"
"client"," check secure wrong wrote complaint changed droped omnisport branch called resolved payement receive otp"
"client"," droped request prepaid card balance deposited bank account march received money bank account"
"client"," applied buea"
"client"," appli march "
"client"," prepaid card machine"
"client"," nkwenkam fidelis"
"client"," bank account"
"client"," additional head office cus live yaoundé"
"client"," lost prepaid card droped request prepaid card balance deposited bank account march received money bank account"
"client"," complaint money account weeks money "
"client"," day"
"client"," yesterday received feedback customer service soo poor "
"client"," access account mac platform access account mobile money service yesterday avail guys overcome "
"client"," understand curtailed money salary month excessive answer "
"client"," applied school fees loan bamenda branch office week august moment received update school fees loan received requested loan account wondering message received afriland bank school fees loan hours application pleading "
"client"," applied school fees loan bamenda branch office week august moment received update school fees loan received requested loan account wondering message received afriland bank school fees loan hours application pleading "
"client"," business account islamic banking unit"
"client"," talk agent proposed"
"client"," understand send account "
"client","wit wat "
"client"," joyceline mbunwe ashamba account loans finishing urgent student loan subscribe nic "
"client"," inquire insurance fees loan deducted "
"client"," insurance fees deducted account inform branch manager deduct "
"client",""
"client"," insurance fees deducted loan april deducted kindly bamenda branch loan manager deduct "
"client"," week tuesday bamenda mondays"
"client"," tuesday "
"client"," deduction insurance fees loan insurance company concerned bank account manager head quarter yaoundé loan approved april deducted insurance fees guys understand time rightful quarters proceed insurance fees déduction "
"client"," afriland bank question overdraft bank account negative balance overdraft salary emergency situation resolve "
"client"," loan negative frs payout salaries deducted negative frs left balance frs bank deducted month negative frs deducted month monthly deduction loan "
"client"," waiting reply "
"client"," "
"client"," "
"client"," worry gain access sara money account remember account "
"client"," password"
"client"," mobile money linked bank account spend money unsubscribe option "
"client",""
"client"," register sara banking service downloaded app registering told valid customer referring "
"client"," identity card"
"client"," request advanced payment"
"client",""
"client",""
"client"," bamenda wrote request bonamoussadi branch people confirm loan manager calling avail"
"client"," max credit government teacher "
"client"," noticed deficit account yesterday agwetang donard nji"
"client"," "
"client"," transaction"
"client","deposit account"
"client"," account supposed minimum "
"client"," current deposit account "
"client"," agwetang donard nji sara "
"client"," check account"
"client"," love serve institution broker trust strong language power convincing force pull crowed positively "
"client"," "
"client",""
"client"," removing money bank account send mtn momo account time receiving registered bank"
"client"," receive messages transactions bank notification mtn account "
"client"," worries madam"
"client"," reply madam"
"client"," downloaded application redraw money account momo account application withdraw bank account momo account "
"client"," option transfer wallet "
"client"," options"
"client"," operator "
"client","choose operator "
"client","succeeded "
"client","pls oil"
"client"," "
"client"," "
"client","pls oil frs"
"client","ahhhhh"
"client"," koge njume edibe solange"
"client"," live yde"
"client"," business woman store obili"
"client"," account akassy yde"
"client"," fine"
"client"," frs"
"client",""
"client"," visa card"
"client"," "
"client",""
"client",""
"client",""
"client"," money"
"client"," people class account writing"
"client","solange"
"client","solange"
"client","kogenjume "
"client","koge njume edibe solange"
"client"," live yed"
"client"," live obili"
"client"," money oli"
"client","pls"
"client","kogenjume"
"client"," "
"client","nic "
"client",""
"client","pls momo"
"client",""
"client"," koge njume edibe solange account bank account nic "
"client",""
"client"," withdraw frs"
"client","true momo"
"client","pls momo"
"client"," card"
"client","mobile money"
"client"," fine card"
"client"," koge njume edibe solange account bank account nic "
"client",""
"client",""
"client"," people send message monday close account"
"client"," account "
"client"," spend frs account visa card"
"client"," "
"client"," spend frs account visa card"
"client"," money"
"client",""
"client"," school fee loan "
"client",""
"client"," heard flexibility afriland account afriland bank sara app"
"client"," access activated sara mobile app weeks "
"client","pls viable office physical complains sara banking app "
"client"," sara"
"client",""
"client",""
"client"," customer "
"client"," issues bank account passing bank"
"client"," difficulty bank cash "
"client","telling signature scanned mechanic"
"client"," gestionnaire phone solve "
"client"," account foumbot eest region"
"client",""
"client",""
"client","code "
"client",""
"client"," "
"client"," worry sara application updated checking account "
"client"," worry sara application updated checking account "
"client"," updated "
"client"," manager worry sara account update understanding "
"client"," loan frs september told manager frs deducted salary loan paid issue loan paid"
"client"," "
"client"," response"
"client"," overdraft"
"client",""
"client",""
"client"," withdraw money account mobile money tells subscribe subscribe"
"client"," withdraw money account mobile money tells subscribe subscribe"
"client"," account activate services "
"client",""
"client"," online transaction money transfer account frs deducted"
"client"," "
"client"," account money "
"client"," applied loan signed received money"
"client"," feedback"
"client",""
"client"," feedback"
"client"," scam"
"client"," week"
"client",""
"client"," talk agent"
"client"," borrowed money money urgently bank responsibilities received money "
"client"," talk agent"
"client",""
"client"," afriland"
"client"," week april"
"client"," signed wednesday issue friday signed "
"client"," "
"client"," applied loan received positive response"
"client"," received yesterday"
"client"," office"
